Date,Product ID,Product Name,Category,Demand (Units Sold),Inventory Level,Reorder Point,Lead Time (days),Supplier ID,Region,Warehouse,Stock Status,Order Quantity
2023-03-21,PRD1004,Smartwatch,Electronics,60,269,101,10,SUP103,South America,WH-C,In Stock,0
2023-03-21,PRD1006,Jeans,Clothing,93,242,87,7,SUP107,North America,WH-A,In Stock,0
2023-03-21,PRD1006,Jeans,Clothing,108,486,147,8,SUP105,Oceania,WH-A,In Stock,0
2023-03-21,PRD1008,Jacket,Clothing,69,437,125,11,SUP102,Europe,WH-D,In Stock,0
2023-03-21,PRD1010,Blender,Home & Kitchen,63,157,146,11,SUP106,South America,WH-D,In Stock,0
2023-03-21,PRD1011,Microwave,Home & Kitchen,37,148,104,10,SUP102,South America,WH-A,In Stock,0
2023-03-21,PRD1012,Coffee Maker,Home & Kitchen,50,64,94,9,SUP101,South America,WH-A,Low Stock,235
2023-03-21,PRD1014,Air Purifier,Home & Kitchen,13,386,57,8,SUP102,North America,WH-B,In Stock,0
2023-03-21,PRD1015,Yoga Mat,Sports,94,252,115,9,SUP105,Asia,WH-C,In Stock,0
2023-03-21,PRD1016,Dumbbells,Sports,83,428,116,4,SUP108,Europe,WH-C,In Stock,0
2023-03-21,PRD1020,Moisturizer,Beauty,43,222,142,8,SUP102,Oceania,WH-D,In Stock,0
2023-03-21,PRD1021,Perfume,Beauty,91,102,144,12,SUP104,Europe,WH-C,Low Stock,130
2023-03-21,PRD1021,Perfume,Beauty,35,393,108,11,SUP101,North America,WH-B,In Stock,0
2023-03-21,PRD1022,Lipstick,Beauty,28,170,94,6,SUP103,Europe,WH-A,In Stock,0
2023-03-22,PRD1000,Laptop,Electronics,34,328,105,3,SUP104,South America,WH-A,In Stock,0
2023-03-22,PRD1001,Smartphone,Electronics,72,298,50,5,SUP108,South America,WH-B,In Stock,0
2023-03-22,PRD1004,Smartwatch,Electronics,37,94,146,13,SUP104,North America,WH-A,Low Stock,165
2023-03-22,PRD1005,T-Shirt,Clothing,57,456,117,9,SUP106,Europe,WH-A,In Stock,0
2023-03-22,PRD1005,T-Shirt,Clothing,92,422,61,5,SUP105,Asia,WH-C,In Stock,0
2023-03-22,PRD1005,T-Shirt,Clothing,6,199,101,3,SUP104,Europe,WH-A,In Stock,0
2023-03-22,PRD1005,T-Shirt,Clothing,26,464,138,8,SUP107,Oceania,WH-D,In Stock,0
2023-03-22,PRD1007,Sneakers,Clothing,40,183,64,3,SUP100,South America,WH-B,In Stock,0
2023-03-22,PRD1007,Sneakers,Clothing,34,377,62,3,SUP100,Europe,WH-D,In Stock,0
2023-03-22,PRD1009,Sweater,Clothing,98,95,80,5,SUP106,North America,WH-D,In Stock,0
2023-03-22,PRD1017,Tennis Racket,Sports,0,181,119,9,SUP109,South America,WH-B,In Stock,0
2023-03-22,PRD1017,Tennis Racket,Sports,28,357,129,5,SUP101,South America,WH-A,In Stock,0
2023-03-22,PRD1021,Perfume,Beauty,71,282,79,7,SUP104,Asia,WH-D,In Stock,0
2023-03-22,PRD1023,Shampoo,Beauty,120,253,117,11,SUP104,Asia,WH-B,In Stock,0
2023-03-23,PRD1000,Laptop,Electronics,9,88,131,8,SUP109,Oceania,WH-B,Low Stock,160
2023-03-23,PRD1001,Smartphone,Electronics,58,45,86,6,SUP101,Asia,WH-D,Low Stock,256
2023-03-23,PRD1002,Tablet,Electronics,42,450,112,5,SUP101,Europe,WH-B,In Stock,0
2023-03-23,PRD1002,Tablet,Electronics,33,153,123,4,SUP103,Oceania,WH-D,In Stock,0
2023-03-23,PRD1004,Smartwatch,Electronics,34,221,109,7,SUP105,Europe,WH-C,In Stock,0
2023-03-23,PRD1007,Sneakers,Clothing,81,430,71,8,SUP106,Asia,WH-A,In Stock,0
2023-03-23,PRD1007,Sneakers,Clothing,29,154,113,5,SUP109,Asia,WH-A,In Stock,0
2023-03-23,PRD1011,Microwave,Home & Kitchen,84,200,113,8,SUP108,South America,WH-B,In Stock,0
2023-03-23,PRD1013,Vacuum Cleaner,Home & Kitchen,79,250,75,10,SUP105,South America,WH-B,In Stock,0
2023-03-23,PRD1014,Air Purifier,Home & Kitchen,0,396,97,4,SUP102,Europe,WH-A,In Stock,0
2023-03-23,PRD1017,Tennis Racket,Sports,37,367,146,13,SUP109,Asia,WH-D,In Stock,0
2023-03-24,PRD1002,Tablet,Electronics,30,372,109,12,SUP109,Europe,WH-A,In Stock,0
2023-03-24,PRD1006,Jeans,Clothing,72,208,122,9,SUP103,Asia,WH-B,In Stock,0
2023-03-24,PRD1008,Jacket,Clothing,11,444,101,9,SUP100,South America,WH-C,In Stock,0
2023-03-24,PRD1020,Moisturizer,Beauty,77,255,91,3,SUP100,Oceania,WH-D,In Stock,0
2023-03-24,PRD1022,Lipstick,Beauty,0,186,86,6,SUP108,Oceania,WH-A,In Stock,0
2023-03-25,PRD1001,Smartphone,Electronics,34,465,55,6,SUP107,North America,WH-C,In Stock,0
2023-03-25,PRD1006,Jeans,Clothing,20,238,144,13,SUP105,Europe,WH-D,In Stock,0
2023-03-25,PRD1007,Sneakers,Clothing,31,493,83,3,SUP107,Asia,WH-C,In Stock,0
2023-03-25,PRD1009,Sweater,Clothing,33,258,85,13,SUP100,North America,WH-C,In Stock,0
2023-03-25,PRD1009,Sweater,Clothing,86,22,115,5,SUP105,South America,WH-A,Low Stock,299
2023-03-25,PRD1010,Blender,Home & Kitchen,69,179,111,9,SUP109,South America,WH-B,In Stock,0
2023-03-25,PRD1011,Microwave,Home & Kitchen,42,420,115,3,SUP107,Oceania,WH-A,In Stock,0
2023-03-25,PRD1013,Vacuum Cleaner,Home & Kitchen,53,384,85,13,SUP101,Europe,WH-A,In Stock,0
2023-03-25,PRD1013,Vacuum Cleaner,Home & Kitchen,82,403,147,9,SUP101,South America,WH-C,In Stock,0
2023-03-25,PRD1016,Dumbbells,Sports,58,67,56,3,SUP108,South America,WH-C,In Stock,0
2023-03-25,PRD1021,Perfume,Beauty,59,462,70,10,SUP101,North America,WH-C,In Stock,0
2023-03-25,PRD1022,Lipstick,Beauty,66,339,62,13,SUP104,North America,WH-C,In Stock,0
2023-03-25,PRD1024,Sunscreen,Beauty,0,154,74,10,SUP103,Asia,WH-C,In Stock,0
2023-03-26,PRD1000,Laptop,Electronics,23,75,98,10,SUP102,Asia,WH-A,Low Stock,154
2023-03-26,PRD1002,Tablet,Electronics,67,375,56,3,SUP105,Europe,WH-A,In Stock,0
2023-03-26,PRD1003,Headphones,Electronics,43,168,85,7,SUP105,South America,WH-A,In Stock,0
2023-03-26,PRD1005,T-Shirt,Clothing,60,116,142,12,SUP108,South America,WH-A,Low Stock,147
2023-03-26,PRD1007,Sneakers,Clothing,88,399,71,6,SUP104,Asia,WH-A,In Stock,0
2023-03-26,PRD1011,Microwave,Home & Kitchen,43,119,97,7,SUP100,North America,WH-A,In Stock,0
2023-03-26,PRD1012,Coffee Maker,Home & Kitchen,50,294,116,10,SUP106,Asia,WH-B,In Stock,0
2023-03-26,PRD1014,Air Purifier,Home & Kitchen,88,200,73,8,SUP100,North America,WH-B,In Stock,0
2023-03-26,PRD1016,Dumbbells,Sports,0,212,58,5,SUP109,North America,WH-D,In Stock,0
2023-03-26,PRD1020,Moisturizer,Beauty,27,101,56,13,SUP107,Asia,WH-B,In Stock,0
2023-03-26,PRD1023,Shampoo,Beauty,101,108,126,8,SUP105,South America,WH-B,Low Stock,252
2023-03-27,PRD1001,Smartphone,Electronics,69,228,66,4,SUP100,North America,WH-C,In Stock,0
2023-03-27,PRD1003,Headphones,Electronics,81,16,65,11,SUP108,Oceania,WH-A,Low Stock,158
2023-03-27,PRD1006,Jeans,Clothing,50,156,74,10,SUP104,Asia,WH-B,In Stock,0
2023-03-27,PRD1009,Sweater,Clothing,101,396,108,13,SUP107,North America,WH-A,In Stock,0
2023-03-27,PRD1011,Microwave,Home & Kitchen,48,64,145,10,SUP104,Europe,WH-A,Low Stock,277
2023-03-27,PRD1012,Coffee Maker,Home & Kitchen,72,486,89,13,SUP103,South America,WH-C,In Stock,0
2023-03-27,PRD1014,Air Purifier,Home & Kitchen,69,8,72,8,SUP100,South America,WH-D,Low Stock,201
2023-03-27,PRD1016,Dumbbells,Sports,0,287,71,9,SUP100,Europe,WH-A,In Stock,0
2023-03-27,PRD1017,Tennis Racket,Sports,61,215,141,7,SUP100,North America,WH-D,In Stock,0
2023-03-27,PRD1017,Tennis Racket,Sports,79,484,107,8,SUP105,South America,WH-A,In Stock,0
2023-03-27,PRD1020,Moisturizer,Beauty,40,3,117,3,SUP105,Asia,WH-D,Low Stock,218
2023-03-27,PRD1022,Lipstick,Beauty,63,380,56,6,SUP100,North America,WH-D,In Stock,0
2023-03-28,PRD1000,Laptop,Electronics,34,138,120,3,SUP100,North America,WH-B,In Stock,0
2023-03-28,PRD1000,Laptop,Electronics,71,10,111,5,SUP103,North America,WH-B,Low Stock,194
2023-03-28,PRD1001,Smartphone,Electronics,130,438,102,4,SUP104,Asia,WH-B,In Stock,0
2023-03-28,PRD1004,Smartwatch,Electronics,24,322,79,11,SUP106,North America,WH-A,In Stock,0
2023-03-28,PRD1007,Sneakers,Clothing,32,120,58,4,SUP102,Oceania,WH-D,In Stock,0
2023-03-28,PRD1008,Jacket,Clothing,29,45,142,11,SUP103,Oceania,WH-A,Low Stock,116
2023-03-28,PRD1009,Sweater,Clothing,25,161,133,5,SUP102,South America,WH-B,In Stock,0
2023-03-28,PRD1019,Treadmill,Sports,56,181,134,9,SUP101,Europe,WH-C,In Stock,0
2023-03-28,PRD1021,Perfume,Beauty,85,136,102,10,SUP109,South America,WH-A,In Stock,0
2023-03-29,PRD1001,Smartphone,Electronics,31,434,101,7,SUP108,Asia,WH-B,In Stock,0
2023-03-29,PRD1002,Tablet,Electronics,53,329,57,11,SUP107,Europe,WH-C,In Stock,0
2023-03-29,PRD1005,T-Shirt,Clothing,61,386,73,11,SUP107,North America,WH-A,In Stock,0
2023-03-29,PRD1007,Sneakers,Clothing,26,492,96,9,SUP100,South America,WH-B,In Stock,0
2023-03-29,PRD1007,Sneakers,Clothing,4,377,139,4,SUP104,South America,WH-D,In Stock,0
2023-03-29,PRD1008,Jacket,Clothing,31,225,107,4,SUP101,Oceania,WH-A,In Stock,0
2023-03-29,PRD1008,Jacket,Clothing,13,271,95,10,SUP107,Oceania,WH-B,In Stock,0
2023-03-29,PRD1010,Blender,Home & Kitchen,27,371,63,8,SUP107,Oceania,WH-A,In Stock,0
2023-03-29,PRD1011,Microwave,Home & Kitchen,24,38,149,3,SUP104,Europe,WH-B,Low Stock,168
2023-03-29,PRD1013,Vacuum Cleaner,Home & Kitchen,5,167,111,7,SUP107,North America,WH-B,In Stock,0
2023-03-29,PRD1015,Yoga Mat,Sports,52,421,131,7,SUP106,North America,WH-B,In Stock,0
2023-03-29,PRD1015,Yoga Mat,Sports,67,304,113,12,SUP101,North America,WH-A,In Stock,0
2023-03-29,PRD1023,Shampoo,Beauty,69,227,57,6,SUP101,Asia,WH-A,In Stock,0
2023-03-30,PRD1001,Smartphone,Electronics,72,77,90,4,SUP102,South America,WH-C,Low Stock,112
2023-03-30,PRD1001,Smartphone,Electronics,96,315,93,3,SUP109,South America,WH-B,In Stock,0
2023-03-30,PRD1002,Tablet,Electronics,85,166,117,13,SUP109,North America,WH-C,In Stock,0
2023-03-30,PRD1004,Smartwatch,Electronics,43,281,139,4,SUP104,South America,WH-B,In Stock,0
2023-03-30,PRD1006,Jeans,Clothing,46,78,119,12,SUP107,Asia,WH-D,Low Stock,104
2023-03-30,PRD1007,Sneakers,Clothing,58,119,67,11,SUP106,Europe,WH-D,In Stock,0
2023-03-30,PRD1017,Tennis Racket,Sports,73,403,53,10,SUP103,North America,WH-D,In Stock,0
2023-03-30,PRD1018,Basketball,Sports,40,250,92,5,SUP108,Europe,WH-B,In Stock,0
2023-03-30,PRD1018,Basketball,Sports,71,496,97,11,SUP109,South America,WH-D,In Stock,0
2023-03-30,PRD1023,Shampoo,Beauty,57,318,138,13,SUP102,Europe,WH-A,In Stock,0
2023-03-30,PRD1023,Shampoo,Beauty,91,152,65,11,SUP101,Asia,WH-A,In Stock,0
2023-03-30,PRD1024,Sunscreen,Beauty,66,79,55,7,SUP104,South America,WH-B,In Stock,0
2023-03-31,PRD1000,Laptop,Electronics,85,307,55,7,SUP105,Oceania,WH-A,In Stock,0
2023-03-31,PRD1001,Smartphone,Electronics,56,491,108,10,SUP102,Asia,WH-D,In Stock,0
2023-03-31,PRD1002,Tablet,Electronics,29,281,142,9,SUP101,Oceania,WH-A,In Stock,0
2023-03-31,PRD1003,Headphones,Electronics,24,497,85,3,SUP107,Asia,WH-D,In Stock,0
2023-03-31,PRD1003,Headphones,Electronics,68,29,131,13,SUP100,South America,WH-B,Low Stock,139
2023-03-31,PRD1004,Smartwatch,Electronics,54,26,138,13,SUP104,North America,WH-D,Low Stock,259
2023-03-31,PRD1005,T-Shirt,Clothing,69,322,71,8,SUP107,Oceania,WH-A,In Stock,0
2023-03-31,PRD1006,Jeans,Clothing,15,390,58,10,SUP102,Europe,WH-A,In Stock,0
2023-03-31,PRD1007,Sneakers,Clothing,91,229,67,4,SUP107,Asia,WH-A,In Stock,0
2023-03-31,PRD1007,Sneakers,Clothing,39,212,51,4,SUP100,Oceania,WH-B,In Stock,0
2023-03-31,PRD1007,Sneakers,Clothing,56,88,62,7,SUP108,Europe,WH-A,In Stock,0
2023-03-31,PRD1008,Jacket,Clothing,17,209,62,6,SUP101,North America,WH-A,In Stock,0
2023-03-31,PRD1008,Jacket,Clothing,83,335,67,8,SUP105,Europe,WH-A,In Stock,0
2023-03-31,PRD1013,Vacuum Cleaner,Home & Kitchen,89,372,118,5,SUP108,South America,WH-C,In Stock,0
2023-03-31,PRD1013,Vacuum Cleaner,Home & Kitchen,27,186,106,5,SUP101,Europe,WH-B,In Stock,0
2023-03-31,PRD1013,Vacuum Cleaner,Home & Kitchen,112,136,71,8,SUP105,Asia,WH-D,In Stock,0
2023-03-31,PRD1014,Air Purifier,Home & Kitchen,26,491,142,8,SUP101,Europe,WH-B,In Stock,0
2023-03-31,PRD1018,Basketball,Sports,51,321,127,6,SUP106,South America,WH-B,In Stock,0
2023-04-01,PRD1002,Tablet,Electronics,26,359,109,3,SUP109,Europe,WH-D,In Stock,0
2023-04-01,PRD1002,Tablet,Electronics,108,10,119,13,SUP108,Oceania,WH-C,Low Stock,259
2023-04-01,PRD1003,Headphones,Electronics,9,327,112,12,SUP108,Oceania,WH-B,In Stock,0
2023-04-01,PRD1003,Headphones,Electronics,35,308,98,11,SUP107,Oceania,WH-C,In Stock,0
2023-04-01,PRD1004,Smartwatch,Electronics,47,478,74,4,SUP107,Oceania,WH-A,In Stock,0
2023-04-01,PRD1005,T-Shirt,Clothing,35,57,53,4,SUP102,South America,WH-C,In Stock,0
2023-04-01,PRD1006,Jeans,Clothing,47,251,111,12,SUP100,Oceania,WH-D,In Stock,0
2023-04-01,PRD1006,Jeans,Clothing,66,174,88,3,SUP104,North America,WH-B,In Stock,0
2023-04-01,PRD1006,Jeans,Clothing,89,371,143,8,SUP106,North America,WH-C,In Stock,0
2023-04-01,PRD1008,Jacket,Clothing,89,385,129,8,SUP104,Oceania,WH-B,In Stock,0
2023-04-01,PRD1008,Jacket,Clothing,90,438,121,13,SUP104,Asia,WH-B,In Stock,0
2023-04-01,PRD1009,Sweater,Clothing,68,96,59,5,SUP102,Asia,WH-C,In Stock,0
2023-04-01,PRD1009,Sweater,Clothing,50,78,106,5,SUP102,Oceania,WH-D,Low Stock,144
2023-04-01,PRD1010,Blender,Home & Kitchen,64,136,139,8,SUP104,Oceania,WH-C,Low Stock,212
2023-04-01,PRD1012,Coffee Maker,Home & Kitchen,63,467,137,5,SUP104,Europe,WH-C,In Stock,0
2023-04-01,PRD1012,Coffee Maker,Home & Kitchen,69,351,76,3,SUP109,North America,WH-C,In Stock,0
2023-04-01,PRD1012,Coffee Maker,Home & Kitchen,9,413,116,12,SUP100,Asia,WH-A,In Stock,0
2023-04-01,PRD1014,Air Purifier,Home & Kitchen,55,400,114,12,SUP107,Oceania,WH-A,In Stock,0
2023-04-01,PRD1021,Perfume,Beauty,66,147,81,4,SUP101,South America,WH-B,In Stock,0
2023-04-01,PRD1022,Lipstick,Beauty,71,68,60,11,SUP100,Oceania,WH-D,In Stock,0
2023-04-02,PRD1000,Laptop,Electronics,60,331,93,5,SUP107,Oceania,WH-D,In Stock,0
2023-04-02,PRD1001,Smartphone,Electronics,69,237,51,7,SUP100,Europe,WH-B,In Stock,0
2023-04-02,PRD1002,Tablet,Electronics,40,31,54,9,SUP101,Europe,WH-C,Low Stock,152
2023-04-02,PRD1008,Jacket,Clothing,75,336,145,12,SUP104,Oceania,WH-B,In Stock,0
2023-04-02,PRD1009,Sweater,Clothing,32,57,83,13,SUP100,Europe,WH-B,Low Stock,288
2023-04-02,PRD1010,Blender,Home & Kitchen,93,274,91,9,SUP103,North America,WH-D,In Stock,0
2023-04-02,PRD1012,Coffee Maker,Home & Kitchen,64,93,128,5,SUP104,Europe,WH-C,Low Stock,221
2023-04-02,PRD1012,Coffee Maker,Home & Kitchen,82,410,105,6,SUP103,Oceania,WH-B,In Stock,0
2023-04-02,PRD1015,Yoga Mat,Sports,94,49,96,3,SUP100,North America,WH-C,Low Stock,142
2023-04-02,PRD1015,Yoga Mat,Sports,86,350,70,10,SUP102,North America,WH-A,In Stock,0
2023-04-02,PRD1015,Yoga Mat,Sports,31,111,118,3,SUP109,South America,WH-A,Low Stock,186
2023-04-02,PRD1016,Dumbbells,Sports,55,51,67,11,SUP106,North America,WH-A,Low Stock,201
2023-04-02,PRD1019,Treadmill,Sports,8,103,132,10,SUP103,South America,WH-C,Low Stock,248
2023-04-02,PRD1022,Lipstick,Beauty,83,245,134,9,SUP105,Asia,WH-A,In Stock,0
2023-04-02,PRD1022,Lipstick,Beauty,43,102,107,8,SUP102,Oceania,WH-C,Low Stock,203
2023-04-03,PRD1004,Smartwatch,Electronics,15,491,130,13,SUP101,Oceania,WH-A,In Stock,0
2023-04-03,PRD1008,Jacket,Clothing,30,416,146,9,SUP103,South America,WH-C,In Stock,0
2023-04-03,PRD1012,Coffee Maker,Home & Kitchen,30,22,136,12,SUP102,South America,WH-A,Low Stock,208
2023-04-03,PRD1013,Vacuum Cleaner,Home & Kitchen,95,465,94,5,SUP104,South America,WH-C,In Stock,0
2023-04-03,PRD1017,Tennis Racket,Sports,21,471,126,10,SUP103,North America,WH-C,In Stock,0
2023-04-03,PRD1018,Basketball,Sports,41,467,113,7,SUP106,Oceania,WH-B,In Stock,0
2023-04-03,PRD1019,Treadmill,Sports,56,36,61,12,SUP102,Oceania,WH-D,Low Stock,153
2023-04-03,PRD1019,Treadmill,Sports,45,177,97,7,SUP108,Asia,WH-D,In Stock,0
2023-04-03,PRD1019,Treadmill,Sports,72,485,78,5,SUP107,Europe,WH-A,In Stock,0
2023-04-03,PRD1019,Treadmill,Sports,67,300,141,10,SUP104,North America,WH-C,In Stock,0
2023-04-03,PRD1020,Moisturizer,Beauty,28,297,130,13,SUP102,South America,WH-A,In Stock,0
2023-04-04,PRD1001,Smartphone,Electronics,12,156,90,5,SUP104,North America,WH-B,In Stock,0
2023-04-04,PRD1002,Tablet,Electronics,108,284,131,7,SUP104,North America,WH-C,In Stock,0
2023-04-04,PRD1003,Headphones,Electronics,88,328,123,13,SUP105,Europe,WH-C,In Stock,0
2023-04-04,PRD1003,Headphones,Electronics,0,83,144,12,SUP102,North America,WH-A,Low Stock,151
2023-04-04,PRD1003,Headphones,Electronics,43,16,98,5,SUP102,Europe,WH-A,Low Stock,123
2023-04-04,PRD1006,Jeans,Clothing,74,446,105,3,SUP109,Oceania,WH-B,In Stock,0
2023-04-04,PRD1006,Jeans,Clothing,111,9,115,12,SUP102,South America,WH-B,Low Stock,276
2023-04-04,PRD1007,Sneakers,Clothing,36,276,86,7,SUP100,Europe,WH-B,In Stock,0
2023-04-04,PRD1010,Blender,Home & Kitchen,40,308,142,13,SUP100,North America,WH-C,In Stock,0
2023-04-04,PRD1010,Blender,Home & Kitchen,33,275,64,11,SUP106,North America,WH-A,In Stock,0
2023-04-04,PRD1015,Yoga Mat,Sports,6,203,103,8,SUP107,South America,WH-A,In Stock,0
2023-04-04,PRD1018,Basketball,Sports,27,228,82,4,SUP101,North America,WH-A,In Stock,0
2023-04-04,PRD1019,Treadmill,Sports,74,55,142,8,SUP108,North America,WH-A,Low Stock,126
2023-04-04,PRD1019,Treadmill,Sports,64,14,87,4,SUP108,North America,WH-A,Low Stock,269
2023-04-04,PRD1020,Moisturizer,Beauty,49,240,66,6,SUP104,South America,WH-B,In Stock,0
2023-04-05,PRD1000,Laptop,Electronics,91,341,98,13,SUP107,South America,WH-C,In Stock,0
2023-04-05,PRD1002,Tablet,Electronics,73,368,64,5,SUP102,Asia,WH-C,In Stock,0
2023-04-05,PRD1005,T-Shirt,Clothing,18,236,115,11,SUP104,Europe,WH-C,In Stock,0
2023-04-05,PRD1006,Jeans,Clothing,61,57,136,12,SUP101,Europe,WH-A,Low Stock,103
2023-04-05,PRD1006,Jeans,Clothing,52,163,145,13,SUP100,Europe,WH-D,In Stock,0
2023-04-05,PRD1009,Sweater,Clothing,47,172,137,5,SUP101,Asia,WH-B,In Stock,0
2023-04-05,PRD1011,Microwave,Home & Kitchen,95,286,58,8,SUP102,Oceania,WH-B,In Stock,0
2023-04-05,PRD1012,Coffee Maker,Home & Kitchen,103,103,64,3,SUP105,Asia,WH-A,In Stock,0
2023-04-05,PRD1018,Basketball,Sports,89,140,126,6,SUP103,Oceania,WH-A,In Stock,0
2023-04-05,PRD1020,Moisturizer,Beauty,23,355,148,11,SUP105,South America,WH-A,In Stock,0
2023-04-05,PRD1021,Perfume,Beauty,54,42,118,5,SUP103,South America,WH-D,Low Stock,115
2023-04-05,PRD1024,Sunscreen,Beauty,59,248,96,5,SUP101,South America,WH-A,In Stock,0
2023-04-06,PRD1000,Laptop,Electronics,57,370,73,7,SUP103,South America,WH-A,In Stock,0
2023-04-06,PRD1001,Smartphone,Electronics,78,159,119,13,SUP100,Asia,WH-D,In Stock,0
2023-04-06,PRD1003,Headphones,Electronics,78,352,141,6,SUP104,South America,WH-B,In Stock,0
2023-04-06,PRD1008,Jacket,Clothing,11,238,50,13,SUP105,Oceania,WH-B,In Stock,0
2023-04-06,PRD1010,Blender,Home & Kitchen,93,291,128,13,SUP102,Asia,WH-A,In Stock,0
2023-04-06,PRD1012,Coffee Maker,Home & Kitchen,25,259,100,7,SUP106,North America,WH-A,In Stock,0
2023-04-06,PRD1014,Air Purifier,Home & Kitchen,67,203,128,5,SUP103,Oceania,WH-B,In Stock,0
2023-04-06,PRD1019,Treadmill,Sports,78,311,54,7,SUP106,South America,WH-B,In Stock,0
2023-04-06,PRD1019,Treadmill,Sports,110,38,120,6,SUP100,Asia,WH-A,Low Stock,168
2023-04-06,PRD1022,Lipstick,Beauty,27,477,110,6,SUP107,Oceania,WH-B,In Stock,0
2023-04-06,PRD1022,Lipstick,Beauty,22,219,107,13,SUP100,Europe,WH-B,In Stock,0
2023-04-06,PRD1022,Lipstick,Beauty,30,351,50,8,SUP107,North America,WH-B,In Stock,0
2023-04-06,PRD1022,Lipstick,Beauty,57,332,144,13,SUP102,Oceania,WH-B,In Stock,0
2023-04-06,PRD1022,Lipstick,Beauty,32,136,123,7,SUP108,Oceania,WH-A,In Stock,0
2023-04-06,PRD1022,Lipstick,Beauty,25,339,95,13,SUP109,North America,WH-C,In Stock,0
2023-04-07,PRD1001,Smartphone,Electronics,98,431,146,10,SUP108,Oceania,WH-A,In Stock,0
2023-04-07,PRD1003,Headphones,Electronics,43,254,146,8,SUP108,South America,WH-C,In Stock,0
2023-04-07,PRD1003,Headphones,Electronics,26,68,65,10,SUP108,Oceania,WH-D,In Stock,0
2023-04-07,PRD1005,T-Shirt,Clothing,28,150,86,5,SUP102,Oceania,WH-B,In Stock,0
2023-04-07,PRD1005,T-Shirt,Clothing,0,432,73,10,SUP108,Oceania,WH-D,In Stock,0
2023-04-07,PRD1005,T-Shirt,Clothing,33,323,73,12,SUP109,Asia,WH-C,In Stock,0
2023-04-07,PRD1005,T-Shirt,Clothing,0,263,139,8,SUP102,Oceania,WH-D,In Stock,0
2023-04-07,PRD1006,Jeans,Clothing,13,247,149,3,SUP100,North America,WH-D,In Stock,0
2023-04-07,PRD1006,Jeans,Clothing,106,220,113,12,SUP109,Asia,WH-D,In Stock,0
2023-04-07,PRD1011,Microwave,Home & Kitchen,50,167,80,7,SUP100,North America,WH-B,In Stock,0
2023-04-07,PRD1011,Microwave,Home & Kitchen,58,164,123,11,SUP109,South America,WH-B,In Stock,0
2023-04-07,PRD1011,Microwave,Home & Kitchen,7,311,72,8,SUP106,Oceania,WH-C,In Stock,0
2023-04-07,PRD1012,Coffee Maker,Home & Kitchen,1,18,112,13,SUP102,North America,WH-C,Low Stock,246
2023-04-07,PRD1012,Coffee Maker,Home & Kitchen,36,142,94,6,SUP103,Oceania,WH-C,In Stock,0
2023-04-07,PRD1013,Vacuum Cleaner,Home & Kitchen,35,70,65,7,SUP106,North America,WH-C,In Stock,0
2023-04-07,PRD1014,Air Purifier,Home & Kitchen,71,166,90,4,SUP105,South America,WH-D,In Stock,0
2023-04-07,PRD1015,Yoga Mat,Sports,106,152,65,10,SUP102,Oceania,WH-C,In Stock,0
2023-04-07,PRD1016,Dumbbells,Sports,58,422,148,3,SUP106,Europe,WH-C,In Stock,0
2023-04-07,PRD1018,Basketball,Sports,76,244,106,8,SUP102,Europe,WH-A,In Stock,0
2023-04-07,PRD1018,Basketball,Sports,9,40,64,4,SUP100,North America,WH-A,Low Stock,216
2023-04-07,PRD1019,Treadmill,Sports,60,122,80,7,SUP108,Europe,WH-C,In Stock,0
2023-04-07,PRD1020,Moisturizer,Beauty,66,229,127,10,SUP101,South America,WH-C,In Stock,0
2023-04-07,PRD1021,Perfume,Beauty,109,478,126,11,SUP102,Europe,WH-A,In Stock,0
2023-04-08,PRD1005,T-Shirt,Clothing,90,471,133,12,SUP108,South America,WH-D,In Stock,0
2023-04-08,PRD1012,Coffee Maker,Home & Kitchen,23,284,71,4,SUP106,Oceania,WH-D,In Stock,0
2023-04-08,PRD1016,Dumbbells,Sports,53,442,109,3,SUP100,North America,WH-B,In Stock,0
2023-04-08,PRD1016,Dumbbells,Sports,95,222,131,9,SUP102,Oceania,WH-C,In Stock,0
2023-04-08,PRD1017,Tennis Racket,Sports,80,77,90,11,SUP109,Europe,WH-B,Low Stock,248
2023-04-08,PRD1019,Treadmill,Sports,7,447,78,13,SUP108,Oceania,WH-D,In Stock,0
2023-04-08,PRD1020,Moisturizer,Beauty,78,83,74,5,SUP106,Europe,WH-B,In Stock,0
2023-04-08,PRD1020,Moisturizer,Beauty,105,75,85,8,SUP109,Asia,WH-B,Low Stock,271
2023-04-08,PRD1021,Perfume,Beauty,99,262,126,5,SUP109,Oceania,WH-B,In Stock,0
2023-04-08,PRD1023,Shampoo,Beauty,40,147,64,13,SUP106,North America,WH-C,In Stock,0
2023-04-08,PRD1023,Shampoo,Beauty,77,468,83,3,SUP107,North America,WH-B,In Stock,0
2023-04-09,PRD1000,Laptop,Electronics,31,491,131,3,SUP107,South America,WH-D,In Stock,0
2023-04-09,PRD1003,Headphones,Electronics,60,266,74,5,SUP101,Asia,WH-C,In Stock,0
2023-04-09,PRD1003,Headphones,Electronics,79,266,59,9,SUP108,North America,WH-A,In Stock,0
2023-04-09,PRD1004,Smartwatch,Electronics,84,146,99,12,SUP107,Asia,WH-C,In Stock,0
2023-04-09,PRD1007,Sneakers,Clothing,20,307,82,12,SUP101,Asia,WH-D,In Stock,0
